#         t          x          y          z         vx         vy         vz
      6.870     398.538    -162.758     108.556     -36.938     -36.481     -42.694
      6.880     398.167    -163.123     108.129     -37.272     -36.344     -42.786
      6.890     397.792    -163.485     107.701     -37.606     -36.207     -42.876
      6.900     397.415    -163.847     107.271     -37.941     -36.069     -42.967
      6.910     397.034    -164.207     106.841     -38.276     -35.931     -43.058
      6.920     396.649    -164.565     106.410     -38.611     -35.792     -43.148
      6.930     396.261    -164.923     105.978     -38.946     -35.653     -43.238
      6.940     395.870    -165.278     105.546     -39.282     -35.513     -43.328
      6.950     395.476    -165.633     105.112     -39.619     -35.372     -43.418
      6.960     395.078    -165.986     104.677     -39.955     -35.231     -43.508
      6.970     394.677    -166.337     104.242     -40.292     -35.089     -43.597
      6.980     394.272    -166.688     103.805     -40.629     -34.947     -43.686
      6.990     393.864    -167.036     103.368     -40.967     -34.804     -43.776
      7.000     393.453    -167.384     102.930     -41.305     -34.660     -43.864
      7.010     393.038    -167.730     102.491     -41.644     -34.516     -43.953
      7.020     392.620    -168.074     102.051     -41.982     -34.371     -44.042
      7.030     392.198    -168.417     101.610     -42.321     -34.226     -44.130
      7.040     391.773    -168.758     101.168     -42.661     -34.080     -44.218
      7.050     391.345    -169.099     100.725     -43.001     -33.933     -44.306
      7.060     390.913    -169.437     100.282     -43.341     -33.786     -44.394
      7.070     390.478    -169.774      99.838     -43.682     -33.638     -44.481
      7.080     390.040    -170.110      99.392     -44.023     -33.489     -44.569
      7.090     389.598    -170.444      98.946     -44.365     -33.340     -44.656
      7.100     389.152    -170.777      98.499     -44.707     -33.190     -44.743
      7.110     388.704    -171.108      98.051     -45.049     -33.040     -44.830
      7.120     388.251    -171.437      97.603     -45.392     -32.889     -44.917
      7.130     387.796    -171.766      97.153     -45.735     -32.737     -45.003
      7.140     387.337    -172.092      96.703     -46.079     -32.584     -45.089
      7.150     386.874    -172.417      96.251     -46.423     -32.431     -45.175
      7.160     386.408    -172.741      95.799     -46.767     -32.278     -45.261
      7.170     385.939    -173.063      95.346     -47.112     -32.123     -45.347
      7.180     385.466    -173.383      94.892     -47.457     -31.968     -45.432
      7.190     384.990    -173.702      94.437     -47.803     -31.812     -45.518
      7.200     384.510    -174.020      93.982     -48.150     -31.656     -45.603
      7.210     384.027    -174.335      93.525     -48.496     -31.499     -45.688
      7.220     383.540    -174.649      93.068     -48.843     -31.341     -45.772
      7.230     383.050    -174.962      92.610     -49.191     -31.182     -45.857
      7.240     382.556    -175.273      92.151     -49.539     -31.023     -45.941
      7.250     382.059    -175.583      91.691     -49.888     -30.863     -46.026
      7.260     381.558    -175.890      91.230     -50.237     -30.702     -46.109
      7.270     381.054    -176.197      90.769     -50.587     -30.541     -46.193
      7.280     380.547    -176.501      90.307     -50.937     -30.379     -46.277
      7.290     380.036    -176.804      89.843     -51.287     -30.216     -46.360
      7.300     379.521    -177.106      89.379     -51.638     -30.052     -46.443
      7.310     379.003    -177.405      88.914     -51.990     -29.888     -46.526
      7.320     378.481    -177.703      88.449     -52.342     -29.723     -46.609
      7.330     377.956    -178.000      87.982     -52.694     -29.557     -46.692
      7.340     377.427    -178.294      87.515     -53.047     -29.391     -46.774
      7.350     376.895    -178.587      87.047     -53.401     -29.223     -46.856
      7.360     376.359    -178.879      86.578     -53.755     -29.055     -46.938
      7.370     375.820    -179.169      86.108     -54.110     -28.887     -47.020
      7.380     375.277    -179.457      85.637     -54.465     -28.717     -47.102
      7.390     374.731    -179.743      85.166     -54.821     -28.547     -47.183
      7.400     374.181    -180.028      84.694     -55.177     -28.375     -47.264
      7.410     373.627    -180.310      84.221     -55.534     -28.203     -47.345
      7.420     373.070    -180.592      83.747     -55.891     -28.031     -47.426
      7.430     372.509    -180.871      83.272     -56.249     -27.857     -47.506
      7.440     371.945    -181.149      82.797     -56.608     -27.683     -47.587
      7.450     371.377    -181.425      82.320     -56.967     -27.508     -47.667
      7.460     370.806    -181.699      81.843     -57.326     -27.332     -47.747
      7.470     370.231    -181.971      81.366     -57.687     -27.155     -47.826
      7.480     369.652    -182.242      80.887     -58.047     -26.977     -47.906
      7.490     369.070    -182.511      80.407     -58.409     -26.799     -47.985
      7.500     368.484    -182.778      79.927     -58.771     -26.620     -48.064
      7.510     367.894    -183.043      79.446     -59.134     -26.439     -48.143
      7.520     367.301    -183.307      78.964     -59.497     -26.258     -48.222
      7.530     366.704    -183.568      78.482     -59.861     -26.077     -48.300
      7.540     366.104    -183.828      77.998     -60.225     -25.894     -48.378
      7.550     365.500    -184.086      77.514     -60.590     -25.710     -48.456
      7.560     364.892    -184.342      77.029     -60.956     -25.526     -48.534
      7.570     364.281    -184.597      76.543     -61.322     -25.340     -48.612
      7.580     363.666    -184.849      76.057     -61.689     -25.154     -48.689
      7.590     363.047    -185.100      75.570     -62.057     -24.967     -48.766
      7.600     362.424    -185.349      75.082     -62.425     -24.779     -48.843
      7.610     361.798    -185.595      74.593     -62.794     -24.590     -48.919
      7.620     361.169    -185.840      74.103     -63.164     -24.400     -48.996
      7.630     360.535    -186.083      73.613     -63.534     -24.209     -49.072
      7.640     359.898    -186.325      73.122     -63.905     -24.017     -49.148
      7.650     359.257    -186.564      72.630     -64.277     -23.825     -49.224
      7.660     358.612    -186.801      72.137     -64.649     -23.631     -49.299
      7.670     357.964    -187.036      71.644     -65.022     -23.437     -49.374
      7.680     357.312    -187.270      71.150     -65.396     -23.241     -49.449
      7.690     356.656    -187.501      70.655     -65.770     -23.044     -49.524
      7.700     355.996    -187.731      70.159     -66.145     -22.847     -49.599
      7.710     355.333    -187.958      69.663     -66.521     -22.648     -49.673
      7.720     354.666    -188.184      69.166     -66.898     -22.449     -49.747
      7.730     353.995    -188.407      68.668     -67.275     -22.248     -49.821
      7.740     353.321    -188.629      68.170     -67.653     -22.047     -49.894
      7.750     352.642    -188.848      67.670     -68.032     -21.844     -49.968
      7.760     351.960    -189.065      67.170     -68.411     -21.641     -50.041
      7.770     351.274    -189.281      66.669     -68.792     -21.436     -50.113
      7.780     350.584    -189.494      66.168     -69.173     -21.231     -50.186
      7.790     349.890    -189.705      65.666     -69.555     -21.024     -50.258
      7.800     349.193    -189.915      65.163     -69.937     -20.816     -50.330
      7.810     348.492    -190.122      64.659     -70.321     -20.607     -50.402
      7.820     347.787    -190.327      64.155     -70.705     -20.397     -50.473
      7.830     347.078    -190.530      63.650     -71.090     -20.186     -50.545
      7.840     346.365    -190.731      63.144     -71.475     -19.974     -50.616
      7.850     345.648    -190.929      62.637     -71.862     -19.761     -50.686
      7.860     344.927    -191.126      62.130     -72.249     -19.547     -50.757
      7.870     344.203    -191.320      61.622     -72.638     -19.331     -50.827
      7.880     343.475    -191.512      61.114     -73.027     -19.115     -50.897
      7.890     342.743    -191.702      60.604     -73.417     -18.897     -50.966
      7.900     342.006    -191.890      60.094     -73.807     -18.678     -51.036
      7.910     341.266    -192.076      59.584     -74.199     -18.458     -51.105
      7.920     340.522    -192.259      59.072     -74.591     -18.237     -51.173
      7.930     339.775    -192.441      58.560     -74.985     -18.014     -51.242
      7.940     339.023    -192.620      58.047     -75.379     -17.791     -51.310
      7.950     338.267    -192.797      57.534     -75.774     -17.566     -51.378
      7.960     337.507    -192.971      57.020     -76.170     -17.340     -51.445
      7.970     336.744    -193.143      56.505     -76.567     -17.113     -51.513
      7.980     335.976    -193.313      55.990     -76.965     -16.884     -51.580
      7.990     335.204    -193.481      55.473     -77.363     -16.654     -51.646
      8.000     334.429    -193.646      54.957     -77.763     -16.423     -51.713
      8.010     333.649    -193.809      54.439     -78.163     -16.191     -51.779
      8.020     332.865    -193.970      53.921     -78.565     -15.957     -51.844
      8.030     332.078    -194.129      53.402     -78.967     -15.722     -51.910
      8.040     331.286    -194.285      52.883     -79.371     -15.486     -51.975
      8.050     330.490    -194.438      52.363     -79.775     -15.249     -52.040
      8.060     329.690    -194.590      51.842     -80.180     -15.010     -52.104
      8.070     328.887    -194.738      51.321     -80.587     -14.770     -52.168
      8.080     328.079    -194.885      50.799     -80.994     -14.528     -52.232
      8.090     327.267    -195.029      50.276     -81.402     -14.285     -52.295
      8.100     326.451    -195.171      49.753     -81.811     -14.041     -52.358
      8.110     325.631    -195.310      49.229     -82.222     -13.795     -52.421
      8.120     324.806    -195.447      48.704     -82.633     -13.548     -52.484
      8.130     323.978    -195.581      48.179     -83.045     -13.300     -52.546
      8.140     323.145    -195.713      47.653     -83.459     -13.050     -52.607
      8.150     322.309    -195.842      47.127     -83.873     -12.798     -52.669
      8.160     321.468    -195.969      46.600     -84.289     -12.546     -52.730
      8.170     320.623    -196.093      46.072     -84.705     -12.291     -52.790
      8.180     319.774    -196.214      45.544     -85.123     -12.035     -52.851
      8.190     318.920    -196.333      45.015     -85.541     -11.778     -52.910
      8.200     318.063    -196.450      44.486     -85.961     -11.519     -52.970
      8.210     317.201    -196.564      43.956     -86.382     -11.259     -53.029
      8.220     316.335    -196.675      43.425     -86.804     -10.997     -53.088
      8.230     315.465    -196.784      42.894     -87.227     -10.733     -53.146
      8.240     314.591    -196.890      42.363     -87.651     -10.468     -53.204
      8.250     313.712    -196.993      41.830     -88.077     -10.202     -53.261
      8.260     312.829    -197.094      41.297     -88.503      -9.933     -53.319
      8.270     311.942    -197.192      40.764     -88.931      -9.664     -53.375
      8.280     311.051    -197.287      40.230     -89.360      -9.392     -53.432
      8.290     310.155    -197.380      39.695     -89.790      -9.119     -53.487
      8.300     309.255    -197.469      39.160     -90.221      -8.844     -53.543
      8.310     308.350    -197.556      38.624     -90.653      -8.567     -53.598
      8.320     307.442    -197.641      38.088     -91.087      -8.289     -53.652
      8.330     306.529    -197.722      37.551     -91.522      -8.009     -53.706
      8.340     305.611    -197.801      37.014     -91.958      -7.727     -53.760
      8.350     304.689    -197.877      36.476     -92.395      -7.444     -53.813
      8.360     303.763    -197.950      35.938     -92.834      -7.158     -53.866
      8.370     302.833    -198.020      35.399     -93.274      -6.871     -53.918
      8.380     301.898    -198.087      34.859     -93.715      -6.582     -53.970
      8.390     300.958    -198.152      34.319     -94.157      -6.291     -54.022
      8.400     300.015    -198.213      33.779     -94.601      -5.999     -54.072
      8.410     299.066    -198.272      33.238     -95.046      -5.704     -54.123
      8.420     298.114    -198.327      32.696     -95.493      -5.408     -54.173
      8.430     297.157    -198.380      32.155     -95.940      -5.109     -54.222
      8.440     296.195    -198.429      31.612     -96.389      -4.809     -54.271
      8.450     295.229    -198.476      31.069     -96.840      -4.507     -54.319
      8.460     294.258    -198.519      30.526     -97.291      -4.203     -54.367
      8.470     293.283    -198.560      29.982     -97.745      -3.896     -54.414
      8.480     292.303    -198.597      29.437     -98.199      -3.588     -54.461
      8.490     291.319    -198.632      28.893     -98.655      -3.278     -54.507
      8.500     290.330    -198.663      28.347     -99.112      -2.965     -54.553
      8.510     289.337    -198.691      27.801     -99.571      -2.651     -54.598
      8.520     288.339    -198.716      27.255    -100.031      -2.334     -54.642
      8.530     287.336    -198.738      26.709    -100.493      -2.016     -54.686
      8.540     286.329    -198.756      26.162    -100.956      -1.695     -54.729
      8.550     285.317    -198.771      25.614    -101.421      -1.372     -54.772
      8.560     284.300    -198.784      25.066    -101.887      -1.046     -54.814
      8.570     283.279    -198.792      24.518    -102.354      -0.719     -54.856
      8.580     282.253    -198.798      23.969    -102.824      -0.389     -54.897
      8.590     281.223    -198.800      23.420    -103.294      -0.057     -54.937
      8.600     280.187    -198.799      22.870    -103.767       0.278     -54.976
      8.610     279.147    -198.795      22.320    -104.240       0.614     -55.015
      8.620     278.103    -198.787      21.770    -104.716       0.954     -55.054
      8.630     277.053    -198.776      21.219    -105.193       1.295     -55.091
      8.640     275.999    -198.761      20.668    -105.671       1.639     -55.128
      8.650     274.940    -198.743      20.117    -106.151       1.985     -55.164
      8.660     273.876    -198.721      19.565    -106.633       2.334     -55.200
      8.670     272.807    -198.696      19.013    -107.116       2.686     -55.235
      8.680     271.733    -198.667      18.460    -107.602       3.040     -55.269
      8.690     270.655    -198.635      17.907    -108.088       3.396     -55.302
      8.700     269.572    -198.599      17.354    -108.577       3.756     -55.335
      8.710     268.483    -198.560      16.801    -109.067       4.117     -55.367
      8.720     267.390    -198.517      16.247    -109.559       4.482     -55.398
      8.730     266.292    -198.470      15.693    -110.052       4.849     -55.428
      8.740     265.189    -198.420      15.138    -110.548       5.219     -55.457
      8.750     264.081    -198.366      14.584    -111.045       5.592     -55.486
      8.760     262.968    -198.308      14.029    -111.544       5.967     -55.514
      8.770     261.850    -198.247      13.473    -112.045       6.345     -55.541
      8.780     260.727    -198.181      12.918    -112.547       6.727     -55.567
      8.790     259.599    -198.112      12.362    -113.051       7.111     -55.592
      8.800     258.466    -198.039      11.806    -113.558       7.498     -55.617
      8.810     257.328    -197.962      11.250    -114.066       7.888     -55.640
      8.820     256.185    -197.881      10.693    -114.576       8.281     -55.663
      8.830     255.037    -197.797      10.136    -115.087       8.677     -55.684
      8.840     253.883    -197.708       9.579    -115.601       9.076     -55.705
      8.850     252.725    -197.615       9.022    -116.117       9.479     -55.725
      8.860     251.561    -197.518       8.465    -116.634       9.884     -55.744
      8.870     250.392    -197.417       7.907    -117.154      10.293     -55.761
      8.880     249.218    -197.312       7.350    -117.676      10.705     -55.778
      8.890     248.038    -197.203       6.792    -118.199      11.121     -55.794
      8.900     246.854    -197.090       6.234    -118.725      11.539     -55.808
      8.910     245.664    -196.972       5.676    -119.252      11.962     -55.822
      8.920     244.469    -196.851       5.117    -119.782      12.387     -55.835
      8.930     243.268    -196.725       4.559    -120.314      12.816     -55.846
      8.940     242.063    -196.594       4.000    -120.848      13.249     -55.856
      8.950     240.851    -196.460       3.442    -121.384      13.685     -55.865
      8.960     239.635    -196.321       2.883    -121.922      14.125     -55.873
      8.970     238.413    -196.177       2.324    -122.462      14.568     -55.880
      8.980     237.186    -196.029       1.766    -123.004      15.016     -55.886
      8.990     235.953    -195.877       1.207    -123.549      15.467     -55.890
      9.000     234.715    -195.720       0.648    -124.096      15.922     -55.893
      9.010     233.471    -195.558       0.089    -124.645      16.381     -55.894
      9.020     232.222    -195.392      -0.470    -125.196      16.843     -55.893
      9.030     230.967    -195.221      -1.029    -125.749      17.310     -55.891
      9.040     229.707    -195.046      -1.588    -126.305      17.781     -55.887
      9.050     228.441    -194.866      -2.147    -126.863      18.256     -55.881
      9.060     227.169    -194.681      -2.706    -127.424      18.735     -55.875
      9.070     225.892    -194.491      -3.264    -127.986      19.218     -55.866
      9.080     224.610    -194.296      -3.823    -128.551      19.706     -55.856
      9.090     223.321    -194.097      -4.381    -129.119      20.198     -55.845
      9.100     222.027    -193.892      -4.940    -129.689      20.695     -55.832
      9.110     220.728    -193.683      -5.498    -130.261      21.196     -55.817
      9.120     219.422    -193.469      -6.056    -130.836      21.701     -55.801
      9.130     218.111    -193.249      -6.614    -131.413      22.211     -55.783
      9.140     216.794    -193.024      -7.172    -131.993      22.726     -55.764
      9.150     215.471    -192.794      -7.729    -132.575      23.246     -55.743
      9.160     214.142    -192.559      -8.287    -133.159      23.770     -55.720
      9.170     212.808    -192.319      -8.844    -133.747      24.299     -55.695
      9.180     211.467    -192.073      -9.400    -134.336      24.834     -55.669
      9.190     210.121    -191.822      -9.957    -134.929      25.373     -55.640
      9.200     208.769    -191.566     -10.513    -135.524      25.918     -55.610
      9.210     207.411    -191.304     -11.069    -136.121      26.467     -55.578
      9.220     206.046    -191.036     -11.625    -136.721      27.022     -55.544
      9.230     204.676    -190.763     -12.180    -137.324      27.583     -55.508
      9.240     203.300    -190.485     -12.735    -137.930      28.149     -55.469
      9.250     201.917    -190.200     -13.289    -138.538      28.720     -55.429
      9.260     200.529    -189.910     -13.844    -139.149      29.297     -55.387
      9.270     199.134    -189.614     -14.397    -139.763      29.880     -55.342
      9.280     197.734    -189.313     -14.950    -140.380      30.469     -55.295
      9.290     196.327    -189.005     -15.503    -140.999      31.064     -55.246
      9.300     194.914    -188.691     -16.055    -141.621      31.664     -55.194
      9.310     193.494    -188.372     -16.607    -142.246      32.271     -55.141
      9.320     192.069    -188.046     -17.158    -142.874      32.884     -55.084
      9.330     190.637    -187.714     -17.709    -143.505      33.504     -55.025
      9.340     189.199    -187.376     -18.259    -144.139      34.129     -54.964
      9.350     187.754    -187.031     -18.808    -144.775      34.762     -54.900
      9.360     186.303    -186.681     -19.357    -145.415      35.401     -54.833
      9.370     184.846    -186.323     -19.905    -146.057      36.046     -54.764
      9.380     183.382    -185.960     -20.452    -146.703      36.699     -54.692
      9.390     181.912    -185.589     -20.998    -147.351      37.359     -54.616
      9.400     180.435    -185.212     -21.544    -148.003      38.025     -54.538
      9.410     178.952    -184.829     -22.089    -148.658      38.699     -54.457
      9.420     177.462    -184.438     -22.633    -149.315      39.381     -54.373
      9.430     175.965    -184.041     -23.177    -149.976      40.070     -54.286
      9.440     174.462    -183.637     -23.719    -150.640      40.766     -54.196
      9.450     172.953    -183.226     -24.260    -151.307      41.470     -54.102
      9.460     171.436    -182.808     -24.801    -151.977      42.182     -54.005
      9.470     169.913    -182.382     -25.341    -152.650      42.903     -53.904
      9.480     168.383    -181.949     -25.879    -153.326      43.631     -53.800
      9.490     166.846    -181.509     -26.416    -154.006      44.368     -53.692
      9.500     165.303    -181.062     -26.953    -154.689      45.113     -53.581
      9.510     163.753    -180.607     -27.488    -155.375      45.867     -53.466
      9.520     162.195    -180.145     -28.022    -156.064      46.630     -53.346
      9.530     160.631    -179.674     -28.555    -156.756      47.401     -53.223
      9.540     159.060    -179.197     -29.087    -157.452      48.182     -53.096
      9.550     157.482    -178.711     -29.617    -158.151      48.972     -52.964
      9.560     155.897    -178.217     -30.146    -158.853      49.772     -52.829
      9.570     154.305    -177.715     -30.673    -159.558      50.581     -52.688
      9.580     152.706    -177.205     -31.200    -160.267      51.401     -52.543
      9.590     151.100    -176.687     -31.724    -160.978      52.230     -52.394
      9.600     149.487    -176.161     -32.247    -161.694      53.069     -52.240
      9.610     147.866    -175.626     -32.769    -162.412      53.919     -52.080
      9.620     146.238    -175.082     -33.289    -163.134      54.780     -51.916
      9.630     144.603    -174.530     -33.807    -163.859      55.651     -51.747
      9.640     142.961    -173.969     -34.324    -164.587      56.534     -51.572
      9.650     141.312    -173.399     -34.839    -165.318      57.428     -51.392
      9.660     139.655    -172.821     -35.352    -166.053      58.333     -51.206
      9.670     137.990    -172.233     -35.863    -166.791      59.250     -51.014
      9.680     136.319    -171.636     -36.372    -167.532      60.179     -50.817
      9.690     134.640    -171.029     -36.879    -168.277      61.121     -50.613
      9.700     132.953    -170.413     -37.384    -169.024      62.074     -50.403
      9.710     131.259    -169.787     -37.887    -169.775      63.041     -50.187
      9.720     129.558    -169.152     -38.388    -170.528      64.020     -49.964
      9.730     127.849    -168.507     -38.886    -171.285      65.013     -49.734
      9.740     126.132    -167.852     -39.383    -172.045      66.020     -49.497
      9.750     124.408    -167.187     -39.876    -172.808      67.040     -49.253
      9.760     122.676    -166.511     -40.368    -173.574      68.074     -49.001
      9.770     120.936    -165.825     -40.856    -174.343      69.123     -48.742
      9.780     119.189    -165.128     -41.342    -175.114      70.186     -48.475
      9.790     117.434    -164.421     -41.826    -175.889      71.265     -48.200
      9.800     115.671    -163.703     -42.306    -176.666      72.359     -47.916
      9.810     113.901    -162.974     -42.784    -177.445      73.468     -47.624
      9.820     112.122    -162.234     -43.259    -178.228      74.594     -47.323
      9.830     110.336    -161.482     -43.730    -179.013      75.736     -47.013
      9.840     108.542    -160.719     -44.199    -179.800      76.895     -46.693
      9.850     106.740    -159.944     -44.664    -180.589      78.070     -46.364
      9.860     104.930    -159.157     -45.126    -181.381      79.264     -46.025
      9.870     103.113    -158.359     -45.585    -182.174      80.475     -45.675
      9.880     101.287    -157.548     -46.040    -182.970      81.704     -45.315
      9.890      99.453    -156.724     -46.491    -183.767      82.953     -44.944
      9.900      97.611    -155.889     -46.939    -184.566      84.220     -44.561
      9.910      95.762    -155.040     -47.382    -185.366      85.507     -44.167
      9.920      93.904    -154.178     -47.822    -186.168      86.813     -43.761
      9.930      92.038    -153.304     -48.257    -186.970      88.141     -43.342
      9.940      90.165    -152.415     -48.689    -187.774      89.489     -42.910
      9.950      88.283    -151.514     -49.115    -188.578      90.858     -42.465
      9.960      86.393    -150.598     -49.538    -189.382      92.249     -42.007
      9.970      84.495    -149.669     -49.956    -190.187      93.663     -41.534
      9.980      82.589    -148.725     -50.368    -190.991      95.099     -41.046
      9.990      80.675    -147.767     -50.776    -191.795      96.559     -40.543
     10.000      78.754    -146.794     -51.179    -192.598      98.042     -40.025
     10.010      76.824    -145.806     -51.577    -193.399      99.550     -39.490
